iso,year,cell
KNA,2022,116.924
KOR,2003,70.6984
KOR,2004,76.705
KOR,2005,80.1275
KOR,2006,83.7326
KOR,2007,92.094
KOR,2008,94.3141
KOR,2009,98.759
KOR,2010,104.097
KOR,2011,106.878
KOR,2012,108.115
KOR,2013,109.206
KOR,2014,113.359
KOR,2015,115.595
KOR,2016,119.49
KOR,2017,123.642
KOR,2018,128.495
KOR,2019,133.08
KOR,2020,135.973
KOR,2021,140.516
KOR,2022,148.684
KWT,2003,67.3024
KWT,2004,82.2579
KWT,2005,61.7888
KWT,2006,49.8819
KWT,2007,56.8764
KWT,2008,56.5701
KWT,2009,93.6658
KWT,2010,135.19
KWT,2011,157.499
KWT,2012,152.831
KWT,2013,182.738
KWT,2014,207.324
KWT,2015,199.891
KWT,2016,191.294
KWT,2017,171.826
KWT,2018,164.22
KWT,2019,164.942
KWT,2020,153.866
KWT,2021,158.647
KWT,2022,168.35
LAO,2003,1.97045
LAO,2004,3.53172
LAO,2005,11.2024
LAO,2006,16.9299
LAO,2007,24.4114
LAO,2008,32.8857
LAO,2009,51.8236
LAO,2010,63.2029
LAO,2011,85.284
LAO,2012,65.9613
LAO,2013,69.7677
LAO,2014,68.9015
LAO,2015,54.7979
LAO,2016,57.2966
LAO,2017,52.8888
LAO,2018,51.3792
LAO,2019,64.0669
LAO,2020,63.114
LAO,2021,64.7101
LAO,2022,63.3546
LBN,2003,17.5773
LBN,2004,19.2301
LBN,2005,21.2703
LBN,2006,23.2877
LBN,2007,26.0109
LBN,2008,28.9725
LBN,2009,47.8802
LBN,2010,56.8042
LBN,2011,67.8304
LBN,2012,71.7218
LBN,2013,67.6382
LBN,2014,69.1237
LBN,2015,71.961
LBN,2016,67.642
LBN,2017,71.4122
LBN,2018,73.9321
LBN,2019,73.1365
LBN,2020,75.2003
LBN,2021,74.9935
LBN,2022,74.0148
LCA,2003,60.7451
LCA,2004,61.4957
LCA,2005,63.8598
LCA,2006,63.3705
LCA,2007,87.6262
LCA,2008,103.695
LCA,2009,111.697
LCA,2010,115.977
LCA,2011,126.035
LCA,2012,125.154
LCA,2013,122.319
LCA,2014,108.162
LCA,2015,107.339
LCA,2016,100.57
LCA,2017,100.2
LCA,2018,104.478
LCA,2019,83.1865
LCA,2020,81.8687
LCA,2021,96.2374
LCA,2022,98.6676
LIE,2003,73.3999
LIE,2004,74.1516
LIE,2005,79.2799
LIE,2006,82.2159
LIE,2007,90.8789
LIE,2008,95.926
LIE,2009,97.9926
LIE,2010,98.6139
LIE,2011,101.93
LIE,2012,98.59
LIE,2013,104.11
LIE,2014,109.388
LIE,2015,109.492
LIE,2016,117.767
LIE,2017,122.594
LIE,2018,123.979
LIE,2019,124.214
LIE,2020,126.105
LIE,2021,126.071
LIE,2022,126.307
LKA,2003,6.98394
LKA,2004,11.0076
LKA,2005,16.6288
LKA,2006,26.5939
LKA,2007,38.958
LKA,2008,53.7217
LKA,2009,78.556
LKA,2010,83.1421
LKA,2011,87.1979
LKA,2012,91.3242
LKA,2013,95.1136
LKA,2014,102.671
LKA,2015,109.985
LKA,2016,117.738
LKA,2017,127.67
LKA,2018,136.084
LKA,2019,126.514
LKA,2020,131.773
LKA,2021,135.523
LKA,2022,151.727
LSO,2003,6.3449
LSO,2004,9.95435
LSO,2005,12.7894
LSO,2006,18.4011
LSO,2007,24.6999
LSO,2008,30.1655
LSO,2009,33.369
LSO,2010,49.4651
LSO,2011,61.1891
LSO,2012,75.9364
LSO,2013,87.0553
LSO,2014,102.822
LSO,2015,101.688
LSO,2016,107.158
LSO,2017,110.37
LSO,2018,72.4555
LSO,2019,76.1125
LSO,2020,69.8944
LSO,2021,80.5368
LSO,2022,68.1001
LTU,2003,61.553
LTU,2004,90.3593
LTU,2005,131.039
LTU,2006,144.296
LTU,2007,152.012
LTU,2008,157.032
LTU,2009,156.848
LTU,2010,157.89
LTU,2011,163.043
LTU,2012,167.226
LTU,2013,154.341
LTU,2014,145.494
LTU,2015,143.991
LTU,2016,146.55
LTU,2017,154.148
LTU,2018,134.334
LTU,2019,132.529
LTU,2020,131.341
LTU,2021,133.357
LTU,2022,135.834
LUX,2003,119.291
LUX,2004,102.554
LUX,2005,109.592
LUX,2006,150.783
LUX,2007,142.524
LUX,2008,144.584
LUX,2009,144.524
LUX,2010,143.277
LUX,2011,147.512
LUX,2012,143.388
LUX,2013,145.093
LUX,2014,144.244
LUX,2015,141.659
LUX,2016,130.933
LUX,2017,133.111
LUX,2018,131.327
LUX,2019,131.87
LUX,2020,132.909
LUX,2021,136.871
LUX,2022,139.651
LVA,2003,53.2791
LVA,2004,67.8708
LVA,2005,83.5617
LVA,2006,98.4076
LVA,2007,100.738
LVA,2008,105.552
LVA,2009,107.542
LVA,2010,109.928
LVA,2011,112.091
LVA,2012,129.305
LVA,2013,127.073
LVA,2014,119.55
LVA,2015,130.949
LVA,2016,135.227
LVA,2017,126.847
LVA,2018,107.397
LVA,2019,108.222
LVA,2020,107.902
LVA,2021,114.645
LVA,2022,115.203
MAR,2003,24.8885
MAR,2004,31.1717
MAR,2005,40.822
MAR,2006,52.0121
MAR,2007,64.2243
MAR,2008,72.1861
MAR,2009,79.0201
MAR,2010,98.507
MAR,2011,111.064
MAR,2012,116.972
MAR,2013,125.56
MAR,2014,128.972
MAR,2015,124.48
MAR,2016,118.532
MAR,2017,123.894
MAR,2018,124.828
MAR,2019,128.875
MAR,2020,135.088
MAR,2021,138.911
MAR,2022,141.87
MCO,2003,46.5837
MCO,2004,48.751
MCO,2005,53.3716
MCO,2006,57.1077
MCO,2007,64.0764
MCO,2008,69.1042
MCO,2009,71.0666
MCO,2010,70.6028
MCO,2011,93.6458
MCO,2012,95.6325
MCO,2013,100.048
MCO,2014,93.2103
MCO,2015,92.5538
MCO,2016,89.3256
MCO,2017,87.5259
MCO,2018,85.6765
MCO,2019,88.6484
MCO,2020,93.2589
MCO,2021,97.1423
MCO,2022,100.062
MDA,2003,11.6213
MDA,2004,19.4481
MDA,2005,27.3224
MDA,2006,34.6351
MDA,2007,48.8869
MDA,2008,64.1199
MDA,2009,57.644
MDA,2010,70.2257
MDA,2011,90.442
MDA,2012,102.919
MDA,2013,108.452
MDA,2014,111.829
MDA,2015,112.959
MDA,2016,117.008
MDA,2017,117.321
MDA,2018,115.32
MDA,2019,116.105
MDA,2020,111.445
MDA,2021,128.984
MDA,2022,137.183
MDG,2003,1.56966
MDG,2004,1.79446
MDG,2005,2.66324
MDG,2006,5.30076
MDG,2007,10.9142
MDG,2008,23.1088
MDG,2009,29.1628
MDG,2010,34.7636
MDG,2011,38.0364
MDG,2012,37.4155
MDG,2013,35.0949
MDG,2014,39.2253
MDG,2015,42.0572
MDG,2016,30.6447
MDG,2017,32.5906
MDG,2018,38.7516
MDG,2019,46.078
MDG,2020,54.8085
MDG,2021,53.9177
MDG,2022,64.7495
MDV,2003,22.4175
MDV,2004,37.5717
MDV,2005,66.4493
MDV,2006,86.3636
MDV,2007,96.6284
MDV,2008,129.585
MDV,2009,131.439
MDV,2010,137.018
MDV,2011,141.955
MDV,2012,144.912
MDV,2013,156.263
MDV,2014,160.975
MDV,2015,172.786
MDV,2016,183.197
MDV,2017,196.41
MDV,2018,181.343
MDV,2019,169.774
MDV,2020,142.936
MDV,2021,136.789
MDV,2022,136.459
MEX,2003,29.2272
MEX,2004,36.8327
MEX,2005,44.5403
MEX,2006,51.649
MEX,2007,61.1904
MEX,2008,68.2256
MEX,2009,74.2802
MEX,2010,80.4263
MEX,2011,82.0725
MEX,2012,86.2256
MEX,2013,90.2012
MEX,2014,87.6145
MEX,2015,88.9454
MEX,2016,91.3942
MEX,2017,92.6494
MEX,2018,96.4612
MEX,2019,97.0359
MEX,2020,96.9237
MEX,2021,99.0948
MEX,2022,105.713
MKD,2003,37.2824
MKD,2004,47.2352
MKD,2005,54.1201
MKD,2006,60.4931
MKD,2007,86.1891
MKD,2008,95.0115
MKD,2009,94.3035
MKD,2010,104.968
MKD,2011,108.468
MKD,2012,110.268
MKD,2013,111.125
MKD,2014,111.343
MKD,2015,105.212
MKD,2016,104.55
MKD,2017,103.459
MKD,2018,102.572
MKD,2019,101.232
MKD,2020,99.4724
MKD,2021,104.875
MKD,2022,111.303
MLI,2003,1.94895
MLI,2004,3.10524
MLI,2005,5.62823
MLI,2006,10.8144
MLI,2007,17.5054
MLI,2008,23.0146
MLI,2009,28.8979
MLI,2010,46.6622
MLI,2011,65.7107
MLI,2012,86.1757
MLI,2013,113.115
MLI,2014,130.44
MLI,2015,122.083
MLI,2016,105.348
MLI,2017,111.21
MLI,2018,107.404
MLI,2019,108.815
MLI,2020,116.587
MLI,2021,108.693
MLI,2022,112.12
MLT,2003,71.0371
MLT,2004,74.5055
MLT,2005,78.3848
MLT,2006,83.468
MLT,2007,88.3348
MLT,2008,92.044
MLT,2009,100.306
MLT,2010,107.791
MLT,2011,122.872
MLT,2012,124.757
MLT,2013,129.922
MLT,2014,125.719
MLT,2015,117.794
MLT,2016,128.599
MLT,2017,129.249
MLT,2018,127.094
MLT,2019,125.866
MLT,2020,122.176
MLT,2021,123.941
MLT,2022,132.861
MMR,2003,0.14253
MMR,2004,0.19642
MMR,2005,0.2713
MMR,2006,0.44829
MMR,2007,0.51458
MMR,2008,0.75921
MMR,2009,1.03165
MMR,2010,1.21164
MMR,2011,2.51644
MMR,2012,7.48356
MMR,2013,13.5934
MMR,2014,57.2778
MMR,2015,80.2397
MMR,2016,98.2343
MMR,2017,92.3918
MMR,2018,116.972
MMR,2019,155.669
MMR,2020,148.158
MMR,2021,127.241
MMR,2022,107.535
MNG,2003,12.6497
MNG,2004,16.8592
MNG,2005,21.7365
MNG,2006,29.9796
MNG,2007,45.8052
MNG,2008,66.9284
MNG,2009,84.3808
MNG,2010,92.9208
MNG,2011,107.181
MNG,2012,120.739
MNG,2013,100.901
MNG,2014,103.92
MNG,2015,103.078
MNG,2016,110.746
MNG,2017,125.184
MNG,2018,133.284
MNG,2019,136.719
MNG,2020,132.61
MNG,2021,140.352
MNG,2022,142.809
MOZ,2003,2.24704
MOZ,2004,3.56849
MOZ,2005,7.40692
MOZ,2006,11.2537
MOZ,2007,14.4675
MOZ,2008,20.1888
MOZ,2009,26.6651
MOZ,2010,31.4105
MOZ,2011,33.2163
MOZ,2012,36.1782
MOZ,2013,49.503
MOZ,2014,71.6701
MOZ,2015,75.8447
MOZ,2016,54.9641
MOZ,2017,42.162
MOZ,2018,48.5007
MOZ,2019,49.4351
MOZ,2020,50.2319
MOZ,2021,43.1636
MOZ,2022,45.8178
MRT,2003,12.5249
MRT,2004,18.2106
MRT,2005,25.3692
MRT,2006,35.1772
MRT,2007,45.7142
MRT,2008,65.7184
MRT,2009,66.4419
MRT,2010,81.8661
MRT,2011,94.6316
MRT,2012,111.231
MRT,2013,106.798
MRT,2014,97.5267
MRT,2015,91.8941
MRT,2016,88.4383
MRT,2017,96.7595
MRT,2018,105.275
MRT,2019,105.441
MRT,2020,126.277
MRT,2021,137.54
MRT,2022,109.884
MUS,2003,37.2277
MUS,2004,43.8266
MUS,2005,52.2447
MUS,2006,61.1178
MUS,2007,73.1476
MUS,2008,81.0663
MUS,2009,84.9704
MUS,2010,92.8426
MUS,2011,100.609
MUS,2012,115.252
MUS,2013,118.793
MUS,2014,127.863
MUS,2015,136.372
MUS,2016,140.424
MUS,2017,142.525
MUS,2018,148.817
MUS,2019,145.117
MUS,2020,149.07
MUS,2021,154.053
MUS,2022,164.309
MWI,2003,1.10917
MWI,2004,1.77698
MWI,2005,3.28008
MWI,2006,4.69867
MWI,2007,7.74032
MWI,2008,10.7873
MWI,2009,17.2665
MWI,2010,21.0257
MWI,2011,25.8864
MWI,2012,29.58
MWI,2013,32.7317
MWI,2014,33.8868
MWI,2015,38.4342
MWI,2016,40.8844
MWI,2017,43.0855
MWI,2018,38.1956
MWI,2019,46.7841
MWI,2020,51.217
MWI,2021,59.5599
MWI,2022,59.6496
MYS,2003,45.0737
MYS,2004,57.8498
MYS,2005,75.65
MYS,2006,73.6762
MYS,2007,86.4755
MYS,2008,100.518
MYS,2009,107.18
MYS,2010,118.157
MYS,2011,125.716
MYS,2012,139.315
MYS,2013,142.522
MYS,2014,146.366
MYS,2015,141.211
MYS,2016,136.725
MYS,2017,130.854
MYS,2018,128.873
MYS,2019,133.373
MYS,2020,129.018
MYS,2021,137.685
MYS,2022,138.208
NAM,2003,11.6649
NAM,2004,14.7314
NAM,2005,22.8242
NAM,2006,30.5663
NAM,2007,39.6448
NAM,2008,51.3909
NAM,2009,78.5396
NAM,2010,92.4288
NAM,2011,102.244
NAM,2012,97.821
NAM,2013,121.106
NAM,2014,115.52
NAM,2015,107.392
NAM,2016,109.05
NAM,2017,106.915
NAM,2018,107.06
NAM,2019,106.533
NAM,2020,106.207
NAM,2021,103.727
NAM,2022,100.558
NGA,2003,2.29549
NGA,2004,6.48476
NGA,2005,12.8171
NGA,2006,21.6815
NGA,2007,26.3563
NGA,2008,39.9686
NGA,2009,45.9849
NGA,2010,52.3861
NGA,2011,55.5301
NGA,2012,64.0053
NGA,2013,70.2825
NGA,2014,74.7513
NGA,2015,79.1045
NGA,2016,78.9701
NGA,2017,72.368
NGA,2018,84.284
NGA,2019,88.1169
NGA,2020,95.4357
NGA,2021,89.2916
NGA,2022,99.5852
NIC,2003,8.95623
NIC,2004,14.0079
NIC,2005,20.9539
NIC,2006,33.775
NIC,2007,45.5188
NIC,2008,55.733
NIC,2009,59.1267
NIC,2010,69.0594
NIC,2011,82.8921
NIC,2012,99.1601
NIC,2013,113.789
NIC,2014,116.507
NIC,2015,118.127
NIC,2016,124.273
NIC,2017,129.506
NIC,2018,116.272
NIC,2019,89.2773
NIC,2020,90.8141
NIC,2021,93.8165
NIC,2022,104.278
NLD,2003,80.6505
NLD,2004,90.1034
NLD,2005,96.1635
NLD,2006,104.863
NLD,2007,116.657
NLD,2008,124.28
NLD,2009,120.767
NLD,2010,114.357
NLD,2011,117.674
NLD,2012,116.564
NLD,2013,114.734
NLD,2014,114.867
NLD,2015,121.638
NLD,2016,121.42
NLD,2017,118.577
NLD,2018,121.162
NLD,2019,124.088
NLD,2020,121.423
NLD,2021,123.448
NLD,2022,115.821
NOR,2003,88.9622
NOR,2004,98.541
NOR,2005,102.841
NOR,2006,104.472
NOR,2007,106.979
NOR,2008,109.293
NOR,2009,110.892
NOR,2010,114.524
NOR,2011,115.596
NOR,2012,115.524
NOR,2013,112.046
NOR,2014,111.69
NOR,2015,110.118
NOR,2016,109.427
NOR,2017,108.393
NOR,2018,107.703
NOR,2019,108.005
NOR,2020,108.297
NOR,2021,109.586
NOR,2022,111.657
NPL,2003,0.31869
NPL,2004,0.44886
NPL,2005,0.86401
NPL,2006,4.35567
NPL,2007,12.2026
NPL,2008,15.5613
NPL,2009,20.6009
NPL,2010,33.6317
NPL,2011,48.6245
NPL,2012,60.3184
NPL,2013,77.4277
NPL,2014,83.1925
NPL,2015,98.8946
NPL,2016,114.898
NPL,2017,128.864
NPL,2018,139.526
NPL,2019,136.186
NPL,2020,131.921
NPL,2021,129.645
NPL,2022,133.273
NZL,2003,64.6102
NZL,2004,74.1201
NZL,2005,85.3687
NZL,2006,90.9217
NZL,2007,100.662
NZL,2008,108.404
NZL,2009,109.193
NZL,2010,108.331
NZL,2011,109.978
NZL,2012,111.568
NZL,2013,107.009
NZL,2014,112.757
NZL,2015,121.369
NZL,2016,129.381
NZL,2017,132.98
NZL,2018,128.937
NZL,2019,120.475
NZL,2020,123.001
NZL,2021,114.455
NZL,2022,115.984
OMN,2003,24.8935
OMN,2004,32.9697
OMN,2005,53.0901
OMN,2006,70.4453
OMN,2007,94.0855
OMN,2008,117.026
OMN,2009,138.05
OMN,2010,151.446
OMN,2011,147.926
OMN,2012,150.873
OMN,2013,149.209
OMN,2014,153.806
OMN,2015,155.756
OMN,2016,153.291
OMN,2017,148.822
OMN,2018,139.967
OMN,2019,138.232
OMN,2020,140.379
OMN,2021,135.077
OMN,2022,136.801
PAK,2003,1.43881
PAK,2004,2.93247
PAK,2005,7.27898
PAK,2006,19.2042
PAK,2007,34.0699
PAK,2008,46.4486
PAK,2009,48.5357
PAK,2010,49.7823
PAK,2011,53.4462
PAK,2012,57.8576
PAK,2013,60.5178
PAK,2014,63.3618
PAK,2015,57.9406
PAK,2016,62.0013
PAK,2017,64.7302
PAK,2018,67.8568
PAK,2019,71.666
PAK,2020,74.7332
PAK,2021,78.8012
PAK,2022,79.1051
PAN,2003,21.7068
PAN,2004,38.7539
PAN,2005,52.7838
PAN,2006,64.4277
PAN,2007,87.5824
PAN,2008,111.843
PAN,2009,170.203
PAN,2010,183.169
PAN,2011,182.359
PAN,2012,165.287
PAN,2013,162.199
PAN,2014,177.439
PAN,2015,144.997
PAN,2016,127.616
PAN,2017,128.826
PAN,2018,137.298
PAN,2019,137.57
PAN,2020,142.283
PAN,2021,147.9
PAN,2022,152.062
PER,2003,10.6247
PER,2004,14.6938
PER,2005,19.8688
PER,2006,32.1983
PER,2007,54.0374
PER,2008,72.9545
PER,2009,85.4778
PER,2010,100.1
PER,2011,110.774
PER,2012,99.4508
PER,2013,99.9174
PER,2014,105.858
PER,2015,112.405
PER,2016,119.655
PER,2017,124.233
PER,2018,132.157
PER,2019,122.79
PER,2020,119.854
PER,2021,129.994
PER,2022,124.119
PHL,2003,26.5656
PHL,2004,38.1227
PHL,2005,39.5144
PHL,2006,47.8934
PHL,2007,62.9643
PHL,2008,73.482
PHL,2009,80.084
PHL,2010,86.3116
PHL,2011,95.8688
PHL,2012,101.8
PHL,2013,100.732
PHL,2014,107.284
PHL,2015,111.893
PHL,2016,112.518
PHL,2017,110.962
PHL,2018,122.96
PHL,2019,151.007
PHL,2020,133.456
PHL,2021,144.424
PHL,2022,147.429
PNG,2003,0.28576
PNG,2004,0.76344
PNG,2005,1.14751
PNG,2006,1.48198
PNG,2007,4.30827
PNG,2008,12.1676
PNG,2009,19.1394
PNG,2010,25.0091
PNG,2011,30.5369
PNG,2012,33.5215
PNG,2013,36.1328
PNG,2014,39.4078
PNG,2015,40.7171
PNG,2016,42.2017
PNG,2017,43.7752
PNG,2018,45.7714
PNG,2019,47.1953
PNG,2020,49.0844
PNG,2021,48.1179
PNG,2022,49.1907
POL,2003,45.5487
POL,2004,60.5123
POL,2005,76.5033
POL,2006,96.5178
POL,2007,108.859
POL,2008,115.608
POL,2009,117.906
POL,2010,123.249
POL,2011,131.28
POL,2012,141.41
POL,2013,148.912
POL,2014,148.713
POL,2015,142.52
POL,2016,138.519
POL,2017,131.901
POL,2018,126.266
POL,2019,126.597
POL,2020,129.288
POL,2021,132.987
POL,2022,137.002
PRT,2003,95.6808
PRT,2004,100.856
PRT,2005,108.991
PRT,2006,116.175
PRT,2007,127.786
PRT,2008,132.99
PRT,2009,111.524
PRT,2010,115.425
PRT,2011,116.837
PRT,2012,113.359
PRT,2013,114.655
PRT,2014,114.313
PRT,2015,112.964
PRT,2016,111.847
PRT,2017,113.874
PRT,2018,114.859
PRT,2019,115.146
PRT,2020,114.276
PRT,2021,119.769
PRT,2022,122.801
PRY,2003,33.237
PRY,2004,32.4609
PRY,2005,34.6359
PRY,2006,58.724
PRY,2007,84.4403
PRY,2008,103.156
PRY,2009,99.0726
PRY,2010,103.187
PRY,2011,112.287
PRY,2012,115.206
PRY,2013,117.9
PRY,2014,120.354
PRY,2015,120.342
PRY,2016,119.848
PRY,2017,117.821
PRY,2018,115.75
PRY,2019,119.137
PRY,2020,119.1
PRY,2021,119.313
PRY,2022,128.088
PSE,2003,7.77179
PSE,2004,12.5642
PSE,2005,15.955
PSE,2006,22.5454
PSE,2007,27.3365
PSE,2008,34.3273
PSE,2009,45.9038
PSE,2010,64.8154
PSE,2011,70.093
